Aaur_scaffold1000.g1.t1	7tm_1
Aaur_scaffold1000.g2.t2	COG4
Aaur_scaffold1000.g3.t1	
Aaur_scaffold1000.g4.t1	
Aaur_scaffold1000.g5.t1	
Aaur_scaffold1000.g6.t1	
Aaur_scaffold1000.g7.t1	Hyd_WA
Aaur_scaffold1000.g8.t1	
Aaur_scaffold1000.g9.t1	
Aaur_scaffold1001.g1.t1	Ion_trans_2
Aaur_scaffold1001.g2.t1	
Aaur_scaffold1001.g3.t1	fn3 fn3
Aaur_scaffold1001.g4.t1	fn3
Aaur_scaffold1001.g5.t1	
Aaur_scaffold1001.g6.t2	TSP_1 TSP_1 TSP_1
Aaur_scaffold1001.g7.t1	
Aaur_scaffold1001.g8.t1	
Aaur_scaffold1002.g1.t1	
Aaur_scaffold1002.g2.t1	
Aaur_scaffold1002.g3.t1	
Aaur_scaffold1002.g4.t1	
Aaur_scaffold1002.g5.t1	Apt1
Aaur_scaffold1003.g10.t1	
Aaur_scaffold1003.g11.t1	RasGEF
Aaur_scaffold1003.g1.t1	
Aaur_scaffold1003.g2.t1	SUZ-C
Aaur_scaffold1003.g3.t1	
Aaur_scaffold1003.g4.t1	C2 TIG
Aaur_scaffold1003.g5.t1	
Aaur_scaffold1003.g6.t1	Ion_trans GPHH
Aaur_scaffold1003.g7.t4	Ion_trans Ion_trans Ion_trans Ion_trans
Aaur_scaffold1003.g8.t1	
Aaur_scaffold1003.g9.t1	
Aaur_scaffold1004.g10.t1	G6PD_N G6PD_C NAD_binding_2 6PGD Aldedh
Aaur_scaffold1004.g11.t1	Secretin_N Secretin Yop-YscD_ppl T3SS_needle_reg YscJ_FliF FliH
Aaur_scaffold1004.g12.t1	Fic
Aaur_scaffold1004.g13.t1	CesT
Aaur_scaffold1004.g14.t1	
Aaur_scaffold1004.g1.t1	Arm-DNA-bind_3 Phage_integrase
Aaur_scaffold1004.g2.t1	VirE Methyltransf_23
Aaur_scaffold1004.g3.t1	NACHT PhdYeFM_antitox DUF2971
Aaur_scaffold1004.g4.t1	DndB DUF2007 Acetyltransf_3 tRNA_SAD DUF1428 DUF2846 Omp85
Aaur_scaffold1004.g5.t1	HlyD_D23 COesterase PLDc_2 PLDc_2
Aaur_scaffold1004.g6.t1	Asp-Al_Ex TrkA_C Asp-Al_Ex
Aaur_scaffold1004.g7.t1	OEP Biotin_lipoyl_2 HlyD_3
Aaur_scaffold1004.g8.t1	sCache_3_2 PAS SPOB_a HATPase_c
Aaur_scaffold1004.g9.t1	TonB_dep_Rec
Aaur_scaffold1005.g1.t1	DDE_Tnp_1_7
Aaur_scaffold1005.g2.t1	
Aaur_scaffold1005.g3.t1	
Aaur_scaffold1005.g4.t1	
Aaur_scaffold1005.g5.t2	RVT_1
Aaur_scaffold1005.g6.t1	
Aaur_scaffold1005.g7.t3	Cu2_monooxygen Cu2_monoox_C NHL NHL NHL
Aaur_scaffold1005.g8.t1	
Aaur_scaffold1005.g9.t1	
Aaur_scaffold1006.g1.t1	Macro
Aaur_scaffold1006.g2.t1	CRIM SIN1_PH
Aaur_scaffold1006.g3.t1	
Aaur_scaffold1006.g4.t1	
Aaur_scaffold1006.g5.t1	
Aaur_scaffold1006.g6.t1	BOP1NT WD40
Aaur_scaffold1006.g7.t2	WD40
Aaur_scaffold1006.g8.t1	
Aaur_scaffold1007.g1.t1	
Aaur_scaffold1007.g2.t1	HSF_DNA-bind
Aaur_scaffold1007.g3.t4	EF-hand_like PI-PLC-X PI-PLC-Y PI-PLC-Y C2
Aaur_scaffold1007.g4.t1	Ocular_alb
Aaur_scaffold1007.g5.t1	
Aaur_scaffold1007.g6.t1	C1_1 RhoGAP
Aaur_scaffold1008.g1.t1	
Aaur_scaffold1008.g2.t1	
Aaur_scaffold1008.g3.t1	
Aaur_scaffold1008.g4.t1	
Aaur_scaffold1008.g5.t1	FA_hydroxylase
Aaur_scaffold1008.g6.t1	
Aaur_scaffold1008.g7.t1	
Aaur_scaffold1008.g8.t3	Y_phosphatase Y_phosphatase Y_phosphatase
Aaur_scaffold1008.g9.t1	
Aaur_scaffold1009.g1.t1	Hydrolase
Aaur_scaffold1009.g2.t6	Cation_ATPase_N E1-E2_ATPase Cation_ATPase RVT_1 RT_RNaseH_2 Integrase_H2C2
Aaur_scaffold1009.g3.t1	
Aaur_scaffold1009.g4.t1	
Aaur_scaffold1009.g5.t1	
Aaur_scaffold1009.g6.t2	
Aaur_scaffold100.g10.t1	
Aaur_scaffold100.g11.t1	
Aaur_scaffold100.g12.t1	
Aaur_scaffold100.g13.t1	
Aaur_scaffold100.g14.t1	
Aaur_scaffold100.g15.t1	
Aaur_scaffold100.g16.t1	
Aaur_scaffold100.g17.t1	MOSC_N MOSC
Aaur_scaffold100.g18.t1	
Aaur_scaffold100.g19.t1	MOSC_N MOSC
Aaur_scaffold100.g1.t1	
Aaur_scaffold100.g20.t1	Abhydrolase_1
Aaur_scaffold100.g21.t1	
Aaur_scaffold100.g22.t1	
Aaur_scaffold100.g23.t1	
Aaur_scaffold100.g24.t1	
Aaur_scaffold100.g25.t1	EGF_2 FXa_inhibition
Aaur_scaffold100.g26.t1	
Aaur_scaffold100.g27.t1	
Aaur_scaffold100.g28.t1	
Aaur_scaffold100.g29.t1	
Aaur_scaffold100.g2.t1	
Aaur_scaffold100.g30.t1	
Aaur_scaffold100.g31.t1	PI3_PI4_kinase
Aaur_scaffold100.g32.t1	
Aaur_scaffold100.g33.t1	
Aaur_scaffold100.g34.t1	DUF4612
Aaur_scaffold100.g35.t1	
Aaur_scaffold100.g3.t1	
Aaur_scaffold100.g4.t1	
Aaur_scaffold100.g5.t1	Ank_2
Aaur_scaffold100.g6.t1	
Aaur_scaffold100.g7.t1	EF-hand_7 EF-hand_7 Mito_carr Mito_carr
Aaur_scaffold100.g8.t1	
Aaur_scaffold100.g9.t1	
Aaur_scaffold1010.g10.t1	
Aaur_scaffold1010.g11.t1	Metallophos
Aaur_scaffold1010.g12.t1	CHGN
Aaur_scaffold1010.g13.t1	Cyt-b5
Aaur_scaffold1010.g1.t2	CDC45 CDC45
Aaur_scaffold1010.g2.t1	CDC45
Aaur_scaffold1010.g3.t1	ubiquitin Tugs
Aaur_scaffold1010.g4.t1	ubiquitin Tugs
Aaur_scaffold1010.g5.t1	Serinc
Aaur_scaffold1010.g6.t2	TMEM219
Aaur_scaffold1010.g7.t1	HLH
Aaur_scaffold1010.g8.t1	
Aaur_scaffold1010.g9.t1	CHGN
Aaur_scaffold1011.g10.t1	
Aaur_scaffold1011.g11.t1	
Aaur_scaffold1011.g1.t1	EGF_3
Aaur_scaffold1011.g2.t1	
Aaur_scaffold1011.g3.t1	
Aaur_scaffold1011.g4.t1	
Aaur_scaffold1011.g5.t1	EGF_3 EGF_3 EGF_CA EGF_3 EGF_3 EGF_CA EGF_CA
Aaur_scaffold1011.g6.t1	
Aaur_scaffold1011.g7.t1	
Aaur_scaffold1011.g8.t1	
Aaur_scaffold1011.g9.t1	RVT_1
Aaur_scaffold1012.g1.t3	WD40 WD40
Aaur_scaffold1012.g2.t1	
Aaur_scaffold1012.g3.t1	zf-RING_12 zf-RING_14 IBR
Aaur_scaffold1012.g4.t1	
Aaur_scaffold1012.g5.t1	ShK
Aaur_scaffold1013.g1.t1	
Aaur_scaffold1013.g2.t1	
Aaur_scaffold1013.g3.t1	
Aaur_scaffold1013.g4.t1	
Aaur_scaffold1013.g5.t1	
Aaur_scaffold1013.g6.t2	B-block_TFIIIC
Aaur_scaffold1014.g1.t1	RVT_1
Aaur_scaffold1014.g2.t1	WSC
Aaur_scaffold1014.g3.t1	
Aaur_scaffold1014.g4.t1	
Aaur_scaffold1014.g5.t1	PAN_1 EGF EGF
Aaur_scaffold1014.g6.t1	EGF EGF EGF WSC
Aaur_scaffold1014.g7.t1	
Aaur_scaffold1014.g8.t1	
Aaur_scaffold1015.g1.t1	
Aaur_scaffold1015.g2.t3	DUF4590 RVT_1 LRR_6 LRR_6 LRR_6 LRR_6
Aaur_scaffold1015.g3.t1	RVT_1
Aaur_scaffold1016.g1.t1	
Aaur_scaffold1016.g2.t1	
Aaur_scaffold1016.g3.t1	
Aaur_scaffold1016.g4.t1	Mlf1IP
Aaur_scaffold1016.g5.t1	
Aaur_scaffold1016.g6.t1	
Aaur_scaffold1016.g7.t1	
Aaur_scaffold1017.g1.t2	SNF2_N zf-C3HC4_3 Helicase_C
Aaur_scaffold1017.g2.t1	SNF2_N
Aaur_scaffold1017.g3.t1	
Aaur_scaffold1017.g4.t1	
Aaur_scaffold1018.g1.t1	
Aaur_scaffold1018.g2.t1	
Aaur_scaffold1018.g3.t1	ECH_1
Aaur_scaffold1018.g4.t1	
Aaur_scaffold1018.g5.t1	
Aaur_scaffold1018.g6.t1	
Aaur_scaffold1018.g7.t1	BrkDBD
Aaur_scaffold1018.g8.t1	
Aaur_scaffold1019.g1.t2	
Aaur_scaffold1019.g2.t1	
Aaur_scaffold1019.g3.t1	Exo_endo_phos_2 RVT_1
Aaur_scaffold1019.g4.t1	RVT_1
Aaur_scaffold1019.g5.t1	RhoGEF PH
Aaur_scaffold1019.g6.t1	
Aaur_scaffold1019.g7.t1	
Aaur_scaffold1019.g8.t1	RVT_1
Aaur_scaffold1019.g9.t1	Homeodomain
Aaur_scaffold101.g10.t1	PBD Pkinase
Aaur_scaffold101.g11.t1	
Aaur_scaffold101.g12.t1	
