<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:cbc19bfda9f7a07c02eee6310d197a3451b94723a30db8d487665034c8b0a5fc
size 1465983
=======
Amil_Amillepora00001-RA	protein_tyrosine_phosphatase_receptor_type_D	I-set/I-set/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/
Amil_Amillepora00002-RA	radial_spoke_head_component_1	MORN/MORN/MORN/MORN/MORN/
Amil_Amillepora00003-RA	exosome_component_3	KH_6/
Amil_Amillepora00004-RA	ring_finger_protein_123	ILEI/SPRY/
Amil_Amillepora00005-RA	coiled_coil_domain_containing_130	DUF572/DUF572/
Amil_Amillepora00006-RA		Laminin_G_3/
Amil_Amillepora00008-RA		
Amil_Amillepora00009-RA	protein_tyrosine_phosphatase_receptor_type_D	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3/
Amil_Amillepora00011-RA	discoidin_domain_receptor_tyrosine_kinase_1	F5_F8_type_C/
Amil_Amillepora00013-RA	retrotransposon_Gag_like_1	gag-asp_proteas/RVT_1/RT_RNaseH_2/Integrase_H2C2/
Amil_Amillepora00014-RA	contactin_associated_protein_family_member_3	F5_F8_type_C/
Amil_Amillepora00015-RA	protein_tyrosine_phosphatase_receptor_type_D	F5_F8_type_C/fn3/fn3/fn3/
Amil_Amillepora00017-RA		
Amil_Amillepora00018-RA		DUF5641/
Amil_Amillepora00019-RA		DUF1759/Asp_protease_2/Peptidase_A17/Integrase_H2C2/
Amil_Amillepora00020-RA	discoidin_domain_receptor_tyrosine_kinase_1	F5_F8_type_C/
Amil_Amillepora00022-RA	protein_tyrosine_phosphatase_receptor_type_D	Y_phosphatase/Y_phosphatase/
Amil_Amillepora00024-RA	discoidin_domain_receptor_tyrosine_kinase_1	F5_F8_type_C/
Amil_Amillepora00025-RA	neuropilin_2	F5_F8_type_C/
Amil_Amillepora00027-RA	protein_tyrosine_phosphatase_receptor_type_D	fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase/Y_phosphatase/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase/Y_phosphatase/
Amil_Amillepora00028-RA		
Amil_Amillepora00029-RA		COLFI/
Amil_Amillepora00030-RA	WSC_domain_containing_2	Glyco_hydro_10/WSC/
Amil_Amillepora00031-RA		
Amil_Amillepora00032-RA	3_oxoacid_CoA_transferase_1	CoA_trans/CoA_trans/
Amil_Amillepora00033-RA	heterogeneous_nuclear_ribonucleoprotein_U_like_1	SPRY/AAA_33/
Amil_Amillepora00034-RA	PDZ_binding_kinase	Pkinase/
Amil_Amillepora00035-RA	ERCC_excision_repair_4_endonuclease_catalytic_subunit	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/
Amil_Amillepora00036-RA		
Amil_Amillepora00037-RA	calmodulin_3	EF-hand_7/EF-hand_7/
Amil_Amillepora00038-RA	calmodulin_3	EF-hand_6/
Amil_Amillepora00039-RA	target_of_EGR1_exonuclease	CAF1/CAF1/
Amil_Amillepora00043-RA	small_nuclear_ribonucleoprotein_polypeptide_A	LRR_9/LRR_9/
Amil_Amillepora00044-RA	titin	fn3/
Amil_Amillepora00045-RA	protein_tyrosine_phosphatase_receptor_type_D	V-set/I-set/Ig_2/Ig_3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/
Amil_Amillepora00046-RA	PIF1_5_to_3_DNA_helicase	PIF1/PIF1/
Amil_Amillepora00047-RA	ALG2_alpha_1_3_1_6_mannosyltransferase	Glyco_transf_4/Glycos_transf_1/
Amil_Amillepora00048-RA	DNA_methyltransferase_1_associated_protein_1	SANT_DAMP1_like/DMAP1/
Amil_Amillepora00049-RA	gamma_aminobutyric_acid_type_A_receptor_subunit_rho2	Neur_chan_memb/
Amil_Amillepora00050-RA		
Amil_Amillepora00051-RA	potassium_voltage_gated_channel_subfamily_A_member_4	BTB_2/Ion_trans/
Amil_Amillepora00052-RA	troponin_C2_fast_skeletal_type	EF-hand_7/EF-hand_7/
Amil_Amillepora00053-RA	calmodulin_like_6	EF-hand_8/
Amil_Amillepora00054-RA		
Amil_Amillepora00055-RA	solute_carrier_family_35_member_B4	UAA/
Amil_Amillepora00056-RA	solute_carrier_family_35_member_A3	Nuc_sug_transp/
Amil_Amillepora00057-RA	tetratricopeptide_repeat_domain_39B	DUF3808/
Amil_Amillepora00058-RA	tetratricopeptide_repeat_domain_39B	DUF3808/DUF3808/
Amil_Amillepora00059-RA	lysine_demethylase_4C	JmjN/JmjC/PHD_2/zf-HC5HC2H_2/
Amil_Amillepora00060-RA	WD_repeat_domain_36	WD40/
Amil_Amillepora00063-RA		
Amil_Amillepora00064-RA	sorting_nexin_family_member_30	PX/Vps5/
Amil_Amillepora00065-RA	cystinosin_lysosomal_cystine_transporter	PQ-loop/
Amil_Amillepora00066-RA	mitochondrial_ribosomal_protein_L55	Mitoc_L55/
Amil_Amillepora00067-RA		
Amil_Amillepora00069-RA	interleukin_4_induced_1	NAD_binding_8/
Amil_Amillepora00070-RA		Amino_oxidase/
Amil_Amillepora00071-RA	FGGY_carbohydrate_kinase_domain_containing	FGGY_N/FGGY_C/
Amil_Amillepora00072-RA	ubiquitin_specific_peptidase_24	UCH/DUF3517/
Amil_Amillepora00073-RA		
Amil_Amillepora00074-RA	endoplasmic_reticulum_metallopeptidase_1	Peptidase_M28/
Amil_Amillepora00075-RA	heat_shock_protein_family_B_small_member_11	
Amil_Amillepora00076-RA		
Amil_Amillepora00077-RA		
Amil_Amillepora00079-RA	mitochondrial_ribosome_associated_GTPase_1	MMR_HSR1/
Amil_Amillepora00083-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank/Ank_2/Ank_2/Ion_trans/
Amil_Amillepora00085-RA		Tctex-1/
Amil_Amillepora00086-RA	nanos_C2HC_type_zinc_finger_1	zf-nanos/
Amil_Amillepora00087-RA	RAD23_homolog_A_nucleotide_excision_repair_protein	ubiquitin/UBA/XPC-binding/UBA/
Amil_Amillepora00088-RA		
Amil_Amillepora00089-RA		
Amil_Amillepora00090-RA		Ank_4/Ank_2/Ank_2/Ank_4/SOCS_box/
Amil_Amillepora00091-RA		Sel1/Sel1/Sel1/Sel1/
Amil_Amillepora00092-RA	phosphoinositide_3_kinase_regulatory_subunit_1	SH3_1/SAM_1/C1_1/SH2/PI3K_P85_iSH2/SH2/
Amil_Amillepora00093-RA	calreticulin	Calreticulin/Calreticulin/
Amil_Amillepora00094-RA	jumonji_domain_containing_7	Cupin_8/
Amil_Amillepora00095-RA	COMM_domain_containing_2	COMM_domain/
Amil_Amillepora00096-RA	cell_division_cycle_16	ANAPC3/TPR_16/TPR_12/
Amil_Amillepora00097-RA	DAB_adaptor_protein_2	PID/
Amil_Amillepora00098-RA	mediator_complex_subunit_26	Med26/
Amil_Amillepora00099-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_2/Ank_2/Ank/Ion_trans/
Amil_Amillepora00100-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank_2/Ank_4/Ank_2/Ank_3/Ion_trans/
Amil_Amillepora00104-RA	intraflagellar_transport_172	
Amil_Amillepora00105-RA	intraflagellar_transport_172	
Amil_Amillepora00108-RA	intraflagellar_transport_172	
