Exapal_XM_021052419.2	ENSP00000332208.2	71.9	288	77	2	80	367	124	407	6.3e-119	427.6
Exapal_XM_028660764.1	ENSP00000456272.1	30.5	105	57	2	9	107	3	97	3.0e-07	55.8
Exapal_XM_021043799.1	ENSP00000363136.3	25.1	203	124	7	49	236	123	312	6.2e-07	53.9
Exapal_XM_021053490.2	ENSP00000388491.1	37.8	508	188	16	1	406	105	586	2.0e-64	246.1
Exapal_XM_021050104.2	ENSP00000363585.2	24.8	165	115	5	128	287	496	656	2.6e-07	55.5
Exapal_XM_021042442.1	ENSP00000404464.2	32.8	119	50	8	53	167	73	165	2.2e-06	53.5
Exapal_XM_021048750.2	ENSP00000248598.5	45.6	239	113	6	441	663	200	437	8.1e-54	211.1
Exapal_XM_021044019.1	ENSP00000271588.4	48.5	68	29	3	121	186	5414	5477	5.5e-10	65.9
Exapal_XM_021044236.2	ENSP00000359339.3	26.7	191	109	5	311	491	328	497	2.8e-07	56.6
Exapal_XM_021039228.2	ENSP00000466016.1	32.1	305	173	11	92	382	69	353	1.4e-29	129.8
Exapal_XM_021040024.2	ENSP00000466016.1	32.0	306	173	10	76	367	69	353	6.3e-30	131.0
Exapal_XM_021037322.2	ENSP00000313432.6	56.3	323	141	0	22	344	6	328	4.1e-102	370.5
Exapal_XM_021042771.2	ENSP00000493469.1	37.1	431	262	4	1	427	1	426	1.2e-74	279.6
Exapal_XM_021049485.2	ENSP00000275191.2	26.3	118	78	2	43	157	12	123	5.8e-05	47.8
Exapal_XM_028657809.1	ENSP00000368678.2	26.6	842	456	28	78	824	192	966	6.1e-74	278.5
Exapal_XM_028657105.1	ENSP00000376128.1	27.7	159	97	3	3	143	80	238	3.8e-14	77.4
Exapal_XM_028657848.1	ENSP00000368678.2	29.7	596	374	19	86	670	191	752	4.8e-65	248.4
Exapal_XM_028657874.1	ENSP00000426629.1	35.7	249	149	5	42	285	437	679	1.0e-39	163.3
Exapal_XM_021041465.2	ENSP00000247986.2	41.1	1045	397	15	2	858	3	1016	1.0e-189	662.9
Exapal_XM_028660594.1	ENSP00000304044.6	35.7	129	73	5	105	224	50	177	4.2e-18	90.9
Exapal_XM_021045091.2	ENSP00000369027.4	22.9	144	104	4	1	141	486	625	1.2e-05	48.9
Exapal_XM_021041896.2	ENSP00000441235.2	23.6	297	202	10	166	461	424	696	8.9e-10	64.3
Exapal_XM_021049998.2	ENSP00000277942.5	26.7	363	221	10	15	346	8	356	3.5e-19	95.1
Exapal_XM_021039452.2	ENSP00000271588.4	43.2	185	96	4	12	192	4632	4811	3.9e-41	168.7
Exapal_XM_028660221.1	ENSP00000263321.4	29.9	211	113	8	172	348	202	411	2.8e-08	59.3
Exapal_XM_021042340.2	ENSP00000329748.5	54.3	538	218	6	27	546	19	546	1.4e-157	555.4
Exapal_XM_028658864.1	ENSP00000361413.4	49.8	227	97	6	207	418	233	457	7.8e-55	213.8
Exapal_XM_021042122.2	ENSP00000392549.4	43.2	599	283	5	411	1006	146	690	1.6e-129	463.4
Exapal_XM_021042663.2	ENSP00000418994.1	38.5	226	122	5	4	219	7	225	3.1e-35	147.9
Exapal_XM_021038716.2	ENSP00000330737.2	47.0	134	65	3	4	131	7	140	2.4e-29	127.5
Exapal_XM_021038606.2	ENSP00000411822.1	76.7	120	26	2	1	120	1	118	1.7e-45	182.2
Exapal_XM_021041186.2	ENSP00000319781.6	52.3	199	94	1	9	207	13	210	3.5e-56	217.2
Exapal_XM_021041072.2	ENSP00000358716.4	62.3	398	149	1	11	407	48	445	2.2e-140	499.2
Exapal_XM_021045301.2	ENSP00000426504.1	29.6	108	72	1	409	512	313	420	3.3e-08	59.7
Exapal_XM_021040127.2	ENSP00000376141.1	21.7	327	220	5	332	624	297	621	4.7e-14	79.0
Exapal_XM_021037095.1	ENSP00000253699.3	34.8	517	273	12	6	484	10	500	2.7e-75	282.0
Exapal_XM_021049376.2	ENSP00000370485.3	34.0	500	279	14	24	486	48	533	1.8e-71	269.2
Exapal_XM_021036437.2	ENSP00000285928.2	39.5	590	314	4	60	617	101	679	2.5e-59	229.6
Exapal_XM_028659229.1	ENSP00000496592.2	24.6	402	236	10	64	451	112	460	3.5e-25	116.7
Exapal_XM_021037207.2	ENSP00000351052.4	33.5	266	166	4	5	260	26	290	4.4e-37	155.2
Exapal_XM_021041783.2	ENSP00000347836.3	86.3	183	23	1	1	181	1	183	1.8e-88	324.3
Exapal_XM_021049077.2	ENSP00000307513.5	22.8	391	214	17	64	440	191	507	3.5e-05	48.9
Exapal_XM_028657847.1	ENSP00000314992.4	29.7	290	196	4	55	342	25	308	6.0e-27	120.9
Exapal_XM_021039453.2	ENSP00000356105.3	62.1	425	132	4	127	525	92	513	1.1e-143	509.2
Exapal_XM_028658168.1	ENSP00000431759.5	27.4	2566	1288	56	21	2528	69	2117	1.2e-233	810.8
Exapal_XM_028658210.1	ENSP00000365116.4	46.7	246	119	8	27	268	28	265	1.4e-50	199.9
Exapal_XM_021039339.2	ENSP00000249299.2	76.0	96	23	0	1	96	1	96	5.8e-38	155.6
Exapal_XM_021043473.2	ENSP00000287652.4	45.3	274	146	3	72	342	489	761	7.8e-69	260.0
Exapal_XM_021056700.2	ENSP00000303908.4	49.6	345	164	5	1	340	1	340	4.4e-91	334.0
Exapal_XM_021043403.2	ENSP00000418565.1	73.1	360	97	0	1	360	1	360	7.0e-145	512.7
Exapal_XM_028656750.1	ENSP00000432362.1	33.3	108	47	6	7	111	12	97	5.3e-05	47.0
Exapal_XM_021049561.2	ENSP00000265717.4	50.5	412	176	4	1	384	1	412	4.5e-105	380.6
Exapal_XM_028658230.1	ENSP00000434516.1	46.4	595	181	4	2	458	53	647	3.4e-144	510.8
Exapal_XM_028658259.1	ENSP00000373539.2	31.3	1829	999	46	14	1650	238	2000	1.2e-125	451.1
Exapal_XM_021057765.2	ENSP00000222481.4	40.1	431	228	11	22	442	5	415	3.0e-81	301.6
Exapal_XM_021058849.2	ENSP00000222481.4	42.1	401	220	6	19	414	22	415	7.0e-88	323.6
Exapal_XM_021061594.2	ENSP00000349687.3	27.0	163	96	6	17	162	30	186	1.8e-10	65.1
Exapal_XM_021059934.2	ENSP00000363593.2	35.2	199	118	5	158	352	1420	1611	3.1e-23	108.6
Exapal_XM_021046177.2	ENSP00000395389.1	25.0	288	184	9	27	298	51	322	1.2e-04	46.6
Exapal_XM_021046288.2	ENSP00000222481.4	42.5	292	162	5	23	313	129	415	3.3e-66	251.1
Exapal_XM_021062043.2	ENSP00000222481.4	40.0	407	232	8	9	410	16	415	9.3e-85	313.2
Exapal_XM_021036539.2	ENSP00000388320.2	31.0	507	269	9	1	428	1	505	8.9e-62	236.9
Exapal_XM_021036650.2	ENSP00000412408.2	62.9	313	116	0	25	337	21	333	1.2e-107	389.0
Exapal_XM_021040310.2	ENSP00000284000.2	51.4	72	31	1	16	87	55	122	1.1e-10	65.5
Exapal_XM_021040639.2	ENSP00000358397.3	56.3	144	62	1	8	151	7	149	2.9e-44	177.2
Exapal_XM_021037555.2	ENSP00000321498.9	30.6	386	226	10	66	416	84	462	1.2e-32	140.2
Exapal_XM_021042229.1	ENSP00000479106.2	99.0	103	1	0	1	103	1	103	4.9e-51	199.1
Exapal_XM_021046497.2	ENSP00000335261.3	31.5	390	244	11	33	415	36	409	8.6e-57	220.3
Exapal_XM_028658400.1	ENSP00000420058.1	51.8	539	214	8	4	534	132	632	1.2e-135	482.6
Exapal_XM_021042341.2	ENSP00000345229.4	38.2	55	30	1	115	165	353	407	2.9e-03	42.4
Exapal_XM_021040968.2	ENSP00000426629.1	41.7	240	137	3	35	272	431	669	1.1e-49	196.1
Exapal_XM_021040526.2	ENSP00000362608.5	49.0	255	127	2	134	385	38	292	8.1e-68	256.9
Exapal_XM_021046819.2	ENSP00000447731.1	25.0	212	148	6	38	243	4	210	4.8e-07	54.3
Exapal_XM_021038020.2	ENSP00000395281.2	46.2	65	35	0	66	130	44	108	1.2e-09	62.0
Exapal_XM_021038824.2	ENSP00000354947.2	63.1	290	102	3	43	331	1	286	9.4e-104	375.9
Exapal_XM_021037439.2	ENSP00000365962.4	35.3	638	300	11	13	540	38	672	2.8e-90	332.0
Exapal_XM_028660133.1	ENSP00000262794.5	60.3	355	139	2	1	354	824	1177	3.9e-119	428.3
Exapal_XM_028658457.1	ENSP00000262794.5	38.3	209	91	2	28	198	637	845	4.8e-32	137.1
Exapal_XM_028658506.1	ENSP00000262794.5	28.0	296	192	9	42	325	21	307	5.5e-19	94.7
