<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f58d4cbdcda1edb0c26228369e8099c97eb68a2734d3e3fbc559dd03f4d08678
size 1257085
=======
Amil_Amillepora00001-RA	Ptprd/Ptprf/Ptprs	I-set/I-set/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase
Amil_Amillepora00002-RA		MORN/MORN/MORN/MORN/MORN
Amil_Amillepora00003-RA	Exosc3	KH_6
Amil_Amillepora00004-RA	Cemip/Cemip2/Fam3a/Fam3b/Fam3c/Oit1	ILEI/SPRY
Amil_Amillepora00005-RA	Ccdc130	DUF572/DUF572
Amil_Amillepora00006-RA		Laminin_G_3
Amil_Amillepora00008-RA		
Amil_Amillepora00009-RA		F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/fn3
Amil_Amillepora00011-RA		F5_F8_type_C
Amil_Amillepora00013-RA	Gin1/Rtl1	gag-asp_proteas/RVT_1/RT_RNaseH_2/Integrase_H2C2
Amil_Amillepora00014-RA		F5_F8_type_C
Amil_Amillepora00015-RA		F5_F8_type_C/fn3/fn3/fn3
Amil_Amillepora00017-RA		
Amil_Amillepora00018-RA		DUF5641
Amil_Amillepora00019-RA		DUF1759/Asp_protease_2/Peptidase_A17/Integrase_H2C2
Amil_Amillepora00020-RA		F5_F8_type_C
Amil_Amillepora00022-RA	Ptprk/Ptprm/Ptprt/Ptpru/Susd1	Y_phosphatase/Y_phosphatase
Amil_Amillepora00024-RA		F5_F8_type_C
Amil_Amillepora00025-RA		F5_F8_type_C
Amil_Amillepora00027-RA	Ptprk/Ptprm/Ptprt/Ptpru/Susd1	fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase/Y_phosphatase/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/fn3/fn3/PTP_tm/Y_phosphatase/Y_phosphatase/Y_phosphatase
Amil_Amillepora00028-RA	Nynrin	
Amil_Amillepora00029-RA		COLFI
Amil_Amillepora00030-RA		Glyco_hydro_10/WSC
Amil_Amillepora00031-RA		
Amil_Amillepora00032-RA	Oxct1/Oxct2a/Oxct2b	CoA_trans/CoA_trans
Amil_Amillepora00033-RA	Hnrnpu/Hnrnpul1/Hnrnpul2	SPRY/AAA_33
Amil_Amillepora00034-RA	Pbk	Pkinase
Amil_Amillepora00035-RA	Ercc4/Ipp	BTB/BACK/Kelch_1/Kelch_1/Kelch_1
Amil_Amillepora00036-RA		
Amil_Amillepora00037-RA		EF-hand_7/EF-hand_7
Amil_Amillepora00038-RA		EF-hand_6
Amil_Amillepora00039-RA	Toe1	CAF1/CAF1
Amil_Amillepora00043-RA	Snrpa1	LRR_9/LRR_9
Amil_Amillepora00044-RA		fn3
Amil_Amillepora00045-RA		V-set/I-set/Ig_2/Ig_3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase
Amil_Amillepora00046-RA	Pif1	PIF1/PIF1
Amil_Amillepora00047-RA	Alg2	Glyco_transf_4/Glycos_transf_1
Amil_Amillepora00048-RA	Myb:Dmap1	SANT_DAMP1_like/DMAP1
Amil_Amillepora00049-RA		Neur_chan_memb
Amil_Amillepora00050-RA		
Amil_Amillepora00051-RA		BTB_2/Ion_trans
Amil_Amillepora00052-RA		EF-hand_7/EF-hand_7
Amil_Amillepora00053-RA		EF-hand_8
Amil_Amillepora00054-RA		
Amil_Amillepora00055-RA	Slc35b4	UAA
Amil_Amillepora00056-RA	Slc35a3	Nuc_sug_transp
Amil_Amillepora00057-RA	Ttc39a/Ttc39b/Ttc39d	DUF3808
Amil_Amillepora00058-RA	Ttc39a/Ttc39b/Ttc39d	DUF3808/DUF3808
Amil_Amillepora00059-RA	Kdm4a/Kdm4b/Kdm4c/Kdm4d	JmjN/JmjC/PHD_2/zf-HC5HC2H_2
Amil_Amillepora00060-RA	Wdr36	WD40
Amil_Amillepora00063-RA		
Amil_Amillepora00064-RA	Snx30/Snx7	PX/Vps5
Amil_Amillepora00065-RA	Ctns	PQ-loop
Amil_Amillepora00066-RA	Mrpl55	Mitoc_L55
Amil_Amillepora00067-RA		
Amil_Amillepora00069-RA		NAD_binding_8
Amil_Amillepora00070-RA		Amino_oxidase
Amil_Amillepora00071-RA	Fggy	FGGY_N/FGGY_C
Amil_Amillepora00072-RA	Usp24	UCH/DUF3517
Amil_Amillepora00073-RA		
Amil_Amillepora00074-RA	Ermp1	Peptidase_M28
Amil_Amillepora00075-RA	Hspb11	
Amil_Amillepora00076-RA		
Amil_Amillepora00077-RA		
Amil_Amillepora00079-RA	Mtg1	MMR_HSR1
Amil_Amillepora00083-RA	Trpa1	Ank_2/Ank_2/Ank/Ank_2/Ank_2/Ion_trans
Amil_Amillepora00085-RA		Tctex-1
Amil_Amillepora00086-RA	Nanos1/Nanos2/Nanos3	zf-nanos
Amil_Amillepora00087-RA	Rad23a/Rad23b	ubiquitin/UBA/XPC-binding/UBA
Amil_Amillepora00088-RA		
Amil_Amillepora00089-RA		
Amil_Amillepora00090-RA		Ank_4/Ank_2/Ank_2/Ank_4/SOCS_box
Amil_Amillepora00091-RA	Coa7	Sel1/Sel1/Sel1/Sel1
Amil_Amillepora00092-RA	Pik3r1/Pik3r2/Pik3r3	SH3_1/SAM_1/C1_1/SH2/PI3K_P85_iSH2/SH2
Amil_Amillepora00093-RA	Calr/Calr3/Calr4	Calreticulin/Calreticulin
Amil_Amillepora00094-RA	Jmjd7	Cupin_8
Amil_Amillepora00095-RA	Commd2	COMM_domain
Amil_Amillepora00096-RA	Cdc16	ANAPC3/TPR_16/TPR_12
Amil_Amillepora00097-RA	Dab1/Dab2	PID
Amil_Amillepora00098-RA	Med26	Med26
Amil_Amillepora00099-RA	Trpa1	Ank_2/Ank_2/Ank_2/Ank_2/Ank/Ion_trans
Amil_Amillepora00100-RA	Trpa1	Ank_2/Ank_2/Ank_4/Ank_2/Ank_3/Ion_trans
Amil_Amillepora00104-RA	Ift172	
Amil_Amillepora00105-RA	Ift172	
Amil_Amillepora00108-RA	Ift172	
Amil_Amillepora00109-RA	Ankrd66	Ank_2
Amil_Amillepora00110-RA		Ank_4
Amil_Amillepora00111-RA		
Amil_Amillepora00112-RA		
Amil_Amillepora00113-RA		
Amil_Amillepora00114-RA	Iws1	Med26
Amil_Amillepora00115-RA	Gal3st1/Gal3st2/Gal3st2b/Gal3st2c/Gal3st3/Gal3st4	Gal-3-0_sulfotr
Amil_Amillepora00116-RA	Axl/Csk/Dstyk/Fer/Fes/Map3k12/Map3k13/Map3k20/Map3k7/Matk/Mertk/Nek5/Nuak1/Nuak2/Prkx/Srms/Stk24/Stk25/Stk26/Tgfbr2/Tnni3k/Tyro3/Ulk1/Ulk2/Ulk3	SH3_1/SH2/Pkinase_Tyr
Amil_Amillepora00118-RA	Gpr89	GPHR_N/ABA_GPCR
Amil_Amillepora00119-RA	Ccnb1/Ccnb2	Cyclin_N/Cyclin_C
Amil_Amillepora00120-RA	Psma1	Proteasome
Amil_Amillepora00122-RA	Myo1e/Myo1f	Myosin_head/Myosin_TH1/SH3_9
Amil_Amillepora00123-RA	Ccdc112	
Amil_Amillepora00124-RA	Adal	A_deaminase
Amil_Amillepora00126-RA	Fam221b	FAM221/FAM221
Amil_Amillepora00127-RA		
Amil_Amillepora00128-RA		CH
Amil_Amillepora00129-RA	Akap13/Arhgef18/Arhgef2/Arhgef28	RhoGEF/PH_16
Amil_Amillepora00130-RA		
Amil_Amillepora00131-RA		
Amil_Amillepora00132-RA		RVT_1
Amil_Amillepora00134-RA		Ank_2
Amil_Amillepora00135-RA		
Amil_Amillepora00136-RA	Homeodomains:Pbx1/Pbx2/Pbx3/Pbx4	PBC/Homeodomain
Amil_Amillepora00137-RA	Gapvd1	RasGAP/DUF5601/VPS9
Amil_Amillepora00138-RA	Kif1a/Kif1b/Kif1c	DUF3694
Amil_Amillepora00140-RA	Grpel1/Grpel2	GrpE
Amil_Amillepora00141-RA	Set	NAP
Amil_Amillepora00143-RA	Kif14	Kinesin/FHA/7tm_1
Amil_Amillepora00144-RA	Slc25a19	Mito_carr/Mito_carr/Mito_carr
Amil_Amillepora00145-RA	Grcc10	P_C10
Amil_Amillepora00146-RA	TFIIB:Gtf2b	TF_Zn_Ribbon/TFIIB/TFIIB
Amil_Amillepora00147-RA	Edaradd	
Amil_Amillepora00148-RA		DUF4203
Amil_Amillepora00150-RA	Brd2/Brd3/Brd4/Brdt	Bromodomain/Bromodomain/BET/BRD4_CDT
Amil_Amillepora00151-RA	Ypel5	Yippee-Mis18
Amil_Amillepora00152-RA	Ypel5	Yippee-Mis18
Amil_Amillepora00153-RA	Gemin4	
Amil_Amillepora00154-RA	Rpl7a	Ribosomal_L7Ae
Amil_Amillepora00155-RA	Med22	Med22
