Petfic_v00_mik.CAMRGZ010000001.1G1.1	
Petfic_v00_mik.CAMRGZ010000001.1G2.1	
Petfic_v00_mik.CAMRGZ010000001.1G3.1	
Petfic_v00_mik.CAMRGZ010000002.1G1.1	Dimer_Tnp_hAT
Petfic_v00_mik.CAMRGZ010000002.1G2.1	
Petfic_v00_mik.CAMRGZ010000003.1G1.1	Exo_endo_phos_2
Petfic_v00_mik.CAMRGZ010000003.1G2.1	RVT_1
Petfic_v00_mik.CAMRGZ010000003.1G3.1	CARDB CARDB CARDB CARDB
Petfic_v00_mik.CAMRGZ010000004.1G1.1	Herpes_teg_N
Petfic_v00_mik.CAMRGZ010000004.1G2.1	
Petfic_v00_mik.CAMRGZ010000005.1G1.1	
Petfic_v00_mik.CAMRGZ010000005.1G2.1	
Petfic_v00_mik.CAMRGZ010000006.1G1.1	
Petfic_v00_mik.CAMRGZ010000007.1G1.1	
Petfic_v00_mik.CAMRGZ010000008.1G1.1	
Petfic_v00_mik.CAMRGZ010000008.1G2.1	RVT_1
Petfic_v00_mik.CAMRGZ010000008.1G3.1	
Petfic_v00_mik.CAMRGZ010000009.1G1.1	RVT_1
Petfic_v00_mik.CAMRGZ010000010.1G1.1	Exo_endo_phos_2
Petfic_v00_mik.CAMRGZ010000010.1G2.1	
Petfic_v00_mik.CAMRGZ010000010.1G3.1	RVT_1
Petfic_v00_mik.CAMRGZ010000010.1G4.1	
Petfic_v00_mik.CAMRGZ010000011.1G1.1	
Petfic_v00_mik.CAMRGZ010000011.1G2.1	dUTPase
Petfic_v00_mik.CAMRGZ010000015.1G1.1	
Petfic_v00_mik.CAMRGZ010000015.1G2.1	
Petfic_v00_mik.CAMRGZ010000016.1G1.1	Exo_endo_phos_2 RVT_1
Petfic_v00_mik.OX345636.1G1000.1	
Petfic_v00_mik.OX345636.1G100.1	Ank_5 Death
Petfic_v00_mik.OX345636.1G1002.1	DDE_Tnp_4
Petfic_v00_mik.OX345636.1G1003.1	TauD
Petfic_v00_mik.OX345636.1G1004.1	TauD
Petfic_v00_mik.OX345636.1G1005.1	
Petfic_v00_mik.OX345636.1G1006.1	
Petfic_v00_mik.OX345636.1G1007.1	
Petfic_v00_mik.OX345636.1G1008.1	
Petfic_v00_mik.OX345636.1G1009.1	Ank_2 Ank_2 Ank_2 LRR_8 Roc COR Pkinase
Petfic_v00_mik.OX345636.1G10.1	Pkinase_Tyr Sulfotransfer_1 Lactamase_B cEGF FXa_inhibition EGF_CA FXa_inhibition EGF_CA FXa_inhibition EGF_CA FXa_inhibition EGF_CA FXa_inhibition EGF_CA FXa_inhibition EGF_CA EGF_CA EGF_CA FXa_inhibition FXa_inhibition EGF_CA EGF_CA EGF_CA EGF_CA cEGF cEGF EGF_CA FXa_inhibition cEGF FXa_inhibition EGF_CA EGF_CA cEGF EGF_CA FXa_inhibition cEGF FXa_inhibition EGF_CA EGF_CA Dimer_Tnp_hAT
Petfic_v00_mik.OX345636.1G1010.1	zf-AN1 zf-AN1
Petfic_v00_mik.OX345636.1G101.1	
Petfic_v00_mik.OX345636.1G1011.1	Sulfotransfer_1
Petfic_v00_mik.OX345636.1G1012.1	zf-RING_UBOX zf-B_box Filamin NHL DUF5128
Petfic_v00_mik.OX345636.1G1013.1	
Petfic_v00_mik.OX345636.1G1014.1	EF-hand_like PI-PLC-X PI-PLC-Y C2
Petfic_v00_mik.OX345636.1G1015.1	
Petfic_v00_mik.OX345636.1G1016.1	
Petfic_v00_mik.OX345636.1G1017.1	zf-CXXC
Petfic_v00_mik.OX345636.1G1018.1	
Petfic_v00_mik.OX345636.1G1019.1	
Petfic_v00_mik.OX345636.1G1020.1	MATH
Petfic_v00_mik.OX345636.1G102.1	
Petfic_v00_mik.OX345636.1G1021.1	
Petfic_v00_mik.OX345636.1G1022.1	
Petfic_v00_mik.OX345636.1G1023.1	
Petfic_v00_mik.OX345636.1G1024.1	
Petfic_v00_mik.OX345636.1G1025.1	
Petfic_v00_mik.OX345636.1G1026.2	Kunitz_BPTI
Petfic_v00_mik.OX345636.1G1027.1	Ion_trans
Petfic_v00_mik.OX345636.1G1028.1	
Petfic_v00_mik.OX345636.1G1029.1	
Petfic_v00_mik.OX345636.1G1030.1	Kunitz_BPTI
Petfic_v00_mik.OX345636.1G103.1	
Petfic_v00_mik.OX345636.1G1031.1	Lactamase_B
Petfic_v00_mik.OX345636.1G1032.1	Lactamase_B_6 Beta-Casp RMMBL CPSF73-100_C
Petfic_v00_mik.OX345636.1G1033.1	Ank_2 SOCS_box
Petfic_v00_mik.OX345636.1G1034.1	
Petfic_v00_mik.OX345636.1G1035.1	
Petfic_v00_mik.OX345636.1G1039.1	Elong_Iki1
Petfic_v00_mik.OX345636.1G1040.1	Elong_Iki1 YqaJ
Petfic_v00_mik.OX345636.1G104.1	
Petfic_v00_mik.OX345636.1G1041.1	
Petfic_v00_mik.OX345636.1G1042.1	AAA_9
Petfic_v00_mik.OX345636.1G1043.1	HSP70
Petfic_v00_mik.OX345636.1G1045.1	
Petfic_v00_mik.OX345636.1G1046.1	PH
Petfic_v00_mik.OX345636.1G1047.1	
Petfic_v00_mik.OX345636.1G1048.1	Pkinase
Petfic_v00_mik.OX345636.1G1049.2	cEGF FXa_inhibition EGF_CA EGF_CA EGF_CA FXa_inhibition EGF_CA EGF_CA EGF_CA EGF Ig_2
